FID,lat,lng
242,41.39247875,2.160749893
243,41.39215951,2.162633528
244,41.39218722,2.164906674
245,41.39161664,2.164163299
246,41.39244505,2.167519726
247,41.3918592,2.166744369
248,41.3921896,2.1678407
249,41.39243932,2.169774631
250,41.39200898,2.169205067
251,41.39195572,2.170406843
252,41.39234478,2.172144142
253,41.39190075,2.171559644
254,41.39185318,2.17281601
255,41.39181533,2.175117348
256,41.39183263,2.17400886
257,41.39182598,2.177356524
258,41.39180243,2.17623967
259,41.39185777,2.14571277
260,41.39178329,2.146237099
261,41.39175178,2.155316885
262,41.39188868,2.159983992
263,41.39192653,2.162296486
264,41.39130741,2.161491307
265,41.39148227,2.162918858
266,41.391726,2.165465386
267,41.39178902,2.168336305
268,41.39178449,2.178483364
269,41.39193452,2.179304174
270,41.39093468,2.143834931
271,41.39110415,2.144397817
272,41.39118302,2.146564974
273,41.39121239,2.145424253
274,41.39162859,2.145990693
275,41.39118549,2.14887688
276,41.39119059,2.147760468
277,41.39120969,2.151123447
278,41.39120025,2.150002628
279,41.39118122,2.153436556
280,41.39121269,2.152293511
281,41.39117067,2.155693975
282,41.39116709,2.15452732
283,41.39161141,2.155113456
284,41.39118124,2.156790806
285,41.39118016,2.157916199
286,41.39117397,2.159043035
287,41.39117603,2.160173217
288,41.39068247,2.164017032
289,41.39051903,2.162700185
290,41.39084652,2.16651118
291,41.3912705,2.165992581
292,41.39075398,2.165269308
293,41.39099636,2.167844955
294,41.39158849,2.168634285
295,41.39111296,2.169264276
296,41.39105564,2.170450815
297,41.3914653,2.171000932
298,41.39099004,2.171672185
299,41.39098237,2.172871595
300,41.39098584,2.173975843
301,41.39097533,2.175138192
302,41.39098539,2.176197357
303,41.39106137,2.177651036
304,41.39107278,2.177857538
305,41.39130774,2.177794296
306,41.39125679,2.178957361
307,41.39122753,2.178140984
308,41.39138795,2.177957612
309,41.39087803,2.180241168
310,41.39118456,2.180034874
311,41.39102524,2.180692035
312,41.39093429,2.17958243
313,41.39146131,2.17985471
314,41.39045104,2.144130592
315,41.39021913,2.143652698
316,41.39058859,2.145069264
317,41.39061733,2.144641189
318,41.39078063,2.144836022
319,41.3903144,2.147741031
320,41.39046066,2.14677263
321,41.39074052,2.14715396
322,41.39033962,2.148864171
323,41.39035613,2.149960474
324,41.3906085,2.150713833
325,41.39048939,2.152219803
326,41.3905487,2.151382574
327,41.39037091,2.153395284
328,41.39033634,2.15455927
329,41.39032033,2.155664951
330,41.39032966,2.156785361
331,41.39031746,2.157919073
332,41.39035064,2.159001705
333,41.39034619,2.160204088
334,41.39034478,2.161286235
335,41.39029649,2.167978646
336,41.3900174,2.169089289
337,41.39064885,2.169894969
338,41.39015303,2.1705437
339,41.39012362,2.171724682
340,41.39017566,2.17288891
341,41.39024575,2.174913965
342,41.39010551,2.173974367
343,41.39053426,2.174562362
344,41.39030295,2.177183722
345,41.39071187,2.177310079
346,41.39021068,2.176109132
347,41.39053139,2.176863109
348,41.39088376,2.177736992
349,41.3909697,2.178063624
350,41.39030034,2.178634846
351,41.39065446,2.178828999
352,41.39034153,2.177974838
353,41.39056577,2.179258408
354,41.3904287,2.179602406
355,41.39048269,2.180742576
356,41.39039801,2.180293696
357,41.39043686,2.181126511
358,41.39039266,2.181514865
359,41.39035357,2.144855508
360,41.39020564,2.145662956
361,41.38995558,2.146125357
362,41.39008735,2.146328785
363,41.3899544,2.147378515
364,41.38944359,2.147686281
365,41.38948301,2.14882581
366,41.38948186,2.151107315
367,41.38992406,2.150532018
368,41.38944886,2.149964332
369,41.39010454,2.150804211
370,41.38962369,2.153385642
371,41.3898988,2.163627778
372,41.3899951,2.164233208
373,41.38983951,2.16514567
374,41.39015611,2.16741658
375,41.38987789,2.166378498
376,41.39040534,2.167069892
377,41.38968915,2.167926583
378,41.38954907,2.174369657
379,41.38991547,2.175338828
380,41.38970414,2.177901996
381,41.39008449,2.17741036
382,41.38974525,2.176945957
383,41.38995299,2.178884335
384,41.39024024,2.17907915
385,41.3899514,2.180003917
386,41.39002244,2.180356349
387,41.39011027,2.181140837
388,41.38999777,2.182038097
389,41.39000714,2.181616459
390,41.38895497,2.143382566
391,41.38953127,2.144231032
392,41.38949845,2.145518803
393,41.38944901,2.146587616
394,41.38947564,2.1556558
395,41.38948577,2.15454825
396,41.38948189,2.157905051
397,41.38947593,2.156783056
398,41.38961984,2.159977643
399,41.38990115,2.159603208
400,41.38944834,2.15899735
401,41.38906979,2.160246218
402,41.38935971,2.160302314
403,41.38919805,2.16051716
404,41.38942521,2.160682962
405,41.38959748,2.161494233
406,41.38989542,2.161886764
407,41.38945616,2.162462322
408,41.38938571,2.163444684
409,41.38895447,2.166340279
410,41.38879445,2.164973342
411,41.38885845,2.169014209
412,41.38895005,2.167685907
413,41.38940268,2.168324845
414,41.38909782,2.169621327
415,41.38919832,2.170517914
416,41.38928816,2.17169088
417,41.38949721,2.173419152
418,41.38957621,2.175823824
419,41.38934538,2.17633878
420,41.38907955,2.176904397
421,41.38934058,2.178645431
422,41.38957271,2.179097054
423,41.38994652,2.1794403
424,41.38951499,2.179760962
425,41.38986677,2.180779823
426,41.38948705,2.180378637
427,41.38924107,2.180865034
428,41.38986677,2.181137972
429,41.38970921,2.181685223
430,41.3895631,2.181404435
431,41.38984958,2.181444547
432,41.38988396,2.181338535
433,41.38929544,2.182297384
434,41.38954019,2.181966012
435,41.38964618,2.182160845
436,41.38960571,2.182564829
437,41.3893597,2.181682827
438,41.38909233,2.183212982
439,41.38925331,2.182690152
440,41.38864904,2.14548401
441,41.38879382,2.14455654
442,41.38904172,2.14489046
443,41.38806331,2.148128381
444,41.38861102,2.146576683
445,41.38863797,2.149941364
446,41.38864417,2.150692635
447,41.38881827,2.15138871
448,41.38866841,2.15222752
449,41.38865254,2.153439679
450,41.38862859,2.154516618
451,41.38861794,2.156771931
452,41.38862004,2.155635848
453,41.38864519,2.159010429
454,41.38861514,2.157900628
455,41.38881827,2.160428383
456,41.38871497,2.1607673
457,41.38892426,2.160594564
458,41.38850028,2.16001293
459,41.38904172,2.160734958
460,41.38889789,2.160929319
461,41.38929382,2.161087376
462,41.3891735,2.160895409
463,41.38901325,2.161276132
464,41.3886347,2.163526959
465,41.3886366,2.162478223
466,41.38882686,2.172482235
467,41.38844222,2.171383525
468,41.38868649,2.172785945
469,41.38904458,2.173095385
470,41.38909901,2.173679884
471,41.38925371,2.173485051
472,41.38834911,2.174031488
473,41.38895792,2.174753455
474,41.38863444,2.176177282
475,41.38889848,2.175757146
476,41.38849059,2.175308032
477,41.38908523,2.175992294
478,41.38855515,2.17764075
479,41.38864844,2.176984425
480,41.38894759,2.177682517
481,41.38889102,2.17827435
482,41.38920245,2.1782094
483,41.38878389,2.179593635
484,41.38884405,2.179424589
485,41.38890134,2.179559253
486,41.38875681,2.179267709
487,41.38899733,2.179446354
488,41.38899288,2.178733073
489,41.38928522,2.179032058
490,41.3892136,2.179330037
491,41.3888727,2.179682456
492,41.38911334,2.179530601
493,41.38905318,2.17959077
494,41.38918496,2.1795965
495,41.38917012,2.1799164
496,41.38874951,2.179986166
497,41.38873043,2.180406984
498,41.38896723,2.180135156
499,41.38899274,2.181413524
500,41.38889562,2.182788321
501,41.38839001,2.144062149
502,41.38813344,2.144799366
503,41.38832553,2.150744042
504,41.38772385,2.149906201
505,41.38820234,2.150546344
506,41.38853752,2.1510191
507,41.38818892,2.151687734
508,41.38778051,2.154502237
509,41.38777282,2.155628452
510,41.38870941,2.161147545
511,41.38845731,2.16152575
512,41.38775682,2.161288549
513,41.38822526,2.161866708
514,41.38773682,2.162470351
515,41.38845158,2.167021184
516,41.38785571,2.166196009
517,41.38792013,2.167771201
518,41.38826537,2.169743114
519,41.38856617,2.169757439
520,41.38820234,2.172539538
521,41.38791477,2.173506599
522,41.38827969,2.176496365
523,41.38840001,2.176636759
524,41.38814925,2.177061567
525,41.38810911,2.177728811
526,41.38853139,2.178244874
527,41.38818514,2.178161578
528,41.38823735,2.178712945
529,41.38808421,2.179115038
530,41.38848272,2.17899433
531,41.38838066,2.179513231
532,41.38827396,2.179991896
533,41.38823584,2.180309388
534,41.38849741,2.179954649
535,41.38869795,2.179794198
536,41.38835726,2.180668856
537,41.38840813,2.181540282
538,41.38849833,2.182024531
539,41.38842007,2.182756804
540,41.38746049,2.143124283
541,41.388068,2.143589263
542,41.38775839,2.14433445
543,41.38751194,2.145102484
544,41.38782133,2.145506476
545,41.38736804,2.145626707
546,41.38777533,2.146165011
547,41.38806484,2.146214178
548,41.38780284,2.145845409
549,41.3880677,2.145818782
550,41.38818229,2.146019345
551,41.38747613,2.146526878
552,41.38750146,2.146879913
553,41.38781291,2.146509387
554,41.38777105,2.15111212
555,41.38754059,2.151978939
556,41.38794203,2.152483929
557,41.38774383,2.153416935
558,41.38818516,2.152838496
559,41.3877565,2.156763553
560,41.38776697,2.157896973
561,41.38773726,2.159013764
562,41.38819375,2.159608938
563,41.38775277,2.160208724
564,41.3875148,2.163975487
565,41.38757046,2.163357943
566,41.38795769,2.16386118
567,41.38771588,2.164747629
568,41.38817656,2.164133073
569,41.38751194,2.16954255
570,41.38750808,2.169074912
571,41.38787863,2.169645697
572,41.38747781,2.170146476
573,41.38767523,2.170390646
574,41.38788436,2.170115588
575,41.38809348,2.170273174
576,41.38809635,2.169915025
577,41.38759215,2.170605536
578,41.38788436,2.170548232
579,41.38766677,2.172105282
580,41.38725039,2.172893773
581,41.38760647,2.174336012
582,41.3878653,2.175262128
583,41.38797298,2.174604292
584,41.38742946,2.176290094
585,41.3876208,2.175800124
586,41.38796771,2.176157033
587,41.3879105,2.176783284
588,41.38774799,2.177275732
589,41.38739818,2.176920269
590,41.38788149,2.177447608
591,41.3877394,2.177652591
592,41.38782785,2.178139705
593,41.38808202,2.178479076
594,41.38790273,2.178846019
595,41.38787003,2.179473297
596,41.38751483,2.178847538
597,41.38763226,2.179083631
598,41.38773692,2.179262044
599,41.38770824,2.179682766
600,41.38803046,2.179705377
601,41.38818802,2.17990594
602,41.38802641,2.180054798
603,41.38774112,2.180587856
604,41.38788436,2.180556338
605,41.38791587,2.180708194
606,41.3877035,2.180011937
607,41.3878643,2.180361506
608,41.38798749,2.180559204
609,41.38756551,2.181036921
610,41.38767523,2.180771228
611,41.38772393,2.1809546
612,41.38782706,2.180880105
613,41.38793306,2.180911622
614,41.38782993,2.180986117
615,41.38800707,2.18129572
616,41.38790727,2.18171674
617,41.38731594,2.18185658
618,41.3879228,2.182154989
619,41.38786144,2.182825569
620,41.38815364,2.182493207
621,41.38778788,2.183571648
622,41.38719681,2.145105349
623,41.38689957,2.14430725
624,41.38733432,2.144847482
625,41.38677826,2.145641887
626,41.38696154,2.147689443
627,41.38689086,2.146523531
628,41.38695271,2.149952868
629,41.3868694,2.148788097
630,41.38720827,2.151878657
631,41.38678451,2.152401423
632,41.38683406,2.151761596
633,41.38691265,2.151114228
634,41.38733719,2.151680959
635,41.38693353,2.154485873
636,41.38690286,2.153373323
637,41.38692056,2.155651833
638,41.3869651,2.156688123
639,41.38691386,2.157907617
640,41.38693575,2.158995014
641,41.38693754,2.160213619
642,41.38691249,2.161327316
643,41.38692593,2.162474495
644,41.386671,2.163404211
645,41.38718536,2.164617084
646,41.38691707,2.165825124
647,41.38711947,2.165087181
648,41.38723979,2.165342183
649,41.38730281,2.168568386
650,41.3869505,2.167424545
651,41.3870679,2.168900748
652,41.38703409,2.169357895
653,41.3870192,2.1697689
654,41.38715098,2.169708731
655,41.387214,2.169786091
656,41.38728849,2.169671484
657,41.38737138,2.169775262
658,41.38714525,2.170155701
659,41.38725194,2.169978011
660,41.38729135,2.170436489
661,41.38729135,2.170854807
662,41.38720254,2.17166279
663,41.38700022,2.172548869
664,41.38736583,2.17437899
665,41.3871739,2.174493598
666,41.38749376,2.174878859
667,41.38701633,2.175121074
668,41.38724838,2.175384672
669,41.3871047,2.175911057
670,41.38746037,2.175625347
671,41.38700378,2.176453626
672,41.38715671,2.176668276
673,41.38701746,2.176861167
674,41.38739193,2.17764016
675,41.38702328,2.177238112
676,41.38696367,2.177889415
677,41.38732573,2.178344412
678,41.38744941,2.178420607
679,41.38760647,2.177883117
680,41.38747808,2.178112704
681,41.38711087,2.178728348
682,41.38725411,2.178519189
683,41.38730281,2.178650987
684,41.3873687,2.178473346
685,41.3874174,2.178605144
686,41.38691205,2.17942732
687,41.38718536,2.179304251
688,41.38730281,2.179496218
689,41.38703639,2.179006271
690,41.38746206,2.179267453
691,41.38711979,2.179953515
692,41.38743407,2.179706239
693,41.38734586,2.180136985
694,41.38754631,2.179834311
695,41.38706217,2.180436001
696,41.38707649,2.18066235
697,41.38718536,2.180504765
698,41.38751194,2.180771228
699,41.38742599,2.180556338
700,41.3876208,2.180630833
701,41.38705644,2.180917352
702,41.38708509,2.181011904
703,41.38707755,2.181205676
704,41.38711374,2.180991847
705,41.38723119,2.181135107
706,41.38719395,2.181049151
707,41.38725411,2.181120781
708,41.38720728,2.181040915
709,41.3872713,2.18110932
710,41.38720827,2.180854318
711,41.38740594,2.180974656
712,41.38734578,2.181072073
713,41.38724292,2.183610587
714,41.38753199,2.18322956
715,41.38709724,2.182678639
716,41.38612827,2.14302001
717,41.3867182,2.14342165
718,41.38605205,2.144349151
719,41.38648635,2.143741519
720,41.3860722,2.145447512
721,41.38607467,2.14659087
722,41.38637131,2.149821496
723,41.38603818,2.151142222
724,41.38630003,2.150274758
725,41.38648922,2.150563535
726,41.38606694,2.160183866
727,41.38628296,2.159296633
728,41.38648922,2.159606073
729,41.38618419,2.16227952
730,41.38607903,2.161339365
731,41.38674986,2.164714346
732,41.38638306,2.165874406
733,41.38653506,2.166313482
734,41.38627252,2.166710081
735,41.3865637,2.169227379
736,41.38622367,2.168350581
737,41.38674418,2.169095581
738,41.3863689,2.169456595
739,41.38672126,2.169571202
740,41.38650396,2.169894395
741,41.38649026,2.170297937
742,41.38669616,2.170550689
743,41.38690174,2.17014997
744,41.38693612,2.170235926
745,41.38699889,2.170652453
746,41.38699628,2.170210139
747,41.38689029,2.169963733
748,41.38671267,2.170986606
749,41.38655368,2.171845088
750,41.38694472,2.171250203
751,41.38699628,2.171084022
752,41.38647776,2.173204262
753,41.38632033,2.172728359
754,41.38652933,2.173373309
755,41.38664334,2.173737109
756,41.38632627,2.174150717
757,41.3867671,2.174058089
758,41.38684145,2.174275549
759,41.38695761,2.174280166
760,41.38663994,2.174512507
761,41.38694185,2.174482137
762,41.3870192,2.17453371
763,41.38698196,2.174805903
764,41.38656657,2.175250008
765,41.38650316,2.174884634
766,41.38679575,2.175095287
767,41.38640707,2.176096446
768,41.38610927,2.176771704
769,41.38653792,2.176441926
770,41.38666565,2.176736231
771,41.38672084,2.17636263
772,41.38648437,2.177368077
773,41.38683585,2.177006369
774,41.38670694,2.178476211
775,41.38642046,2.178069354
776,41.38661527,2.178788517
777,41.38687883,2.178734078
778,41.38653792,2.179845771
779,41.38646797,2.179470804
780,41.38652417,2.179702201
781,41.38658376,2.179908806
782,41.38660381,2.180037739
783,41.38664392,2.179610826
784,41.38662673,2.179742625
785,41.38672986,2.179653804
786,41.38663868,2.179754574
787,41.38675564,2.179665265
788,41.38671846,2.179827437
789,41.38648922,2.180152347
790,41.38668689,2.180215381
791,41.38648952,2.180835244
792,41.38688742,2.180332854
793,41.38688742,2.181060612
794,41.38696763,2.180868644
795,41.38698196,2.180854318
796,41.38699915,2.180825666
797,41.38646917,2.181584941
798,41.38669835,2.181693819
799,41.38640212,2.181949048
800,41.38675851,2.181771179
801,41.38674991,2.181447412
802,41.38687596,2.181243984
803,41.38708243,2.18152517
804,41.38636406,2.182447019
805,41.3867671,2.181968877
806,41.38685877,2.181808426
807,41.38629663,2.183149643
808,41.38619348,2.18390857
809,41.38675278,2.183687991
810,41.38651742,2.184314102
811,41.3860912,2.148838764
812,41.38605788,2.1477234
813,41.38588189,2.149772743
814,41.38606707,2.153354219
815,41.38604042,2.152235571
816,41.38620295,2.155432326
817,41.38648062,2.155064748
818,41.38605501,2.154491875
819,41.38594205,2.155958687
820,41.38585897,2.156219419
821,41.38610534,2.15645723
822,41.38579565,2.157119749
823,41.38635744,2.156869817
824,41.38646917,2.157210775
825,41.38606839,2.157896019
826,41.38563021,2.159599167
827,41.38587833,2.15880887
828,41.38597643,2.164984034
829,41.38604734,2.165642145
830,41.38590836,2.165422
831,41.38614671,2.165395449
832,41.38591447,2.166848546
833,41.38594778,2.16704697
834,41.38599935,2.169740248
835,41.38582173,2.170270308
836,41.38569765,2.170877616
837,41.38607383,2.170539636
838,41.38634312,2.170731604
839,41.38579707,2.172821221
840,41.38586134,2.172122121
841,41.38611053,2.173504017
842,41.38580455,2.174016756
843,41.38595628,2.17448898
844,41.38581949,2.174764229
845,41.38603945,2.1746827
846,41.38623118,2.175046758
847,41.3862251,2.174633034
848,41.38634312,2.175502144
849,41.38582178,2.176274445
850,41.38601158,2.175612479
851,41.38620274,2.175739955
852,41.38598502,2.177545024
853,41.38617123,2.177788565
854,41.38603149,2.177976793
855,41.38629253,2.179049706
856,41.38643662,2.179125511
857,41.38584093,2.179457633
858,41.38607956,2.179504814
859,41.38606237,2.179218295
860,41.38608815,2.179352959
861,41.38612253,2.17922116
862,41.38622566,2.179252677
863,41.38619408,2.179499394
864,41.38632593,2.179335768
865,41.38632879,2.179450375
866,41.38588476,2.179166722
867,41.38584178,2.179891615
868,41.38598216,2.179742625
869,41.38606237,2.179559253
870,41.38609388,2.179530601
871,41.3860245,2.179956241
872,41.38614258,2.1795965
873,41.38612909,2.179632315
874,41.38623139,2.17966813
875,41.38620189,2.179838802
876,41.3861864,2.179587762
877,41.3862629,2.179639478
878,41.38620237,2.179546475
879,41.38628296,2.179579309
880,41.38629728,2.179533466
881,41.38626863,2.180097908
882,41.38627746,2.180455171
883,41.3861084,2.180978324
884,41.38588256,2.180395352
885,41.38606476,2.181686629
886,41.3858621,2.181106177
887,41.38589048,2.181355726
888,41.38604518,2.18125258
889,41.3861655,2.181384378
890,41.38579186,2.181821579
891,41.38600221,2.182006124
892,41.38594778,2.182212418
893,41.38572433,2.183117818
894,41.38597643,2.182814108
895,41.38591273,2.1825727
896,41.38522181,2.144355805
897,41.38521755,2.145485658
898,41.38522002,2.146629016
899,41.38520146,2.147733306
900,41.38520436,2.149983396
901,41.38563266,2.149431786
902,41.38517802,2.148836281
903,41.38522351,2.151143074
904,41.3851789,2.152270794
905,41.38546077,2.154162213
906,41.38540863,2.153645828
907,41.38564985,2.153938729
908,41.38559181,2.155137121
909,41.3852365,2.15569193
910,41.38524236,2.156760507
911,41.38520283,2.159038845
912,41.38563266,2.158465728
913,41.38519171,2.157879241
914,41.38513978,2.161353092
915,41.38542926,2.160434113
916,41.38561547,2.160714902
917,41.38570354,2.162845566
918,41.38510554,2.162545758
919,41.38550661,2.163058627
920,41.38580741,2.165731848
921,41.38537196,2.165751905
922,41.38577243,2.166299196
923,41.38578735,2.166958149
924,41.38582173,2.16735068
925,41.38524264,2.167894433
926,41.38559161,2.168859631
927,41.38572719,2.167697368
928,41.38537483,2.170218735
929,41.38574152,2.169972329
930,41.38550088,2.171496609
931,41.38565271,2.171356215
932,41.38550947,2.171505205
933,41.38565844,2.171367676
934,41.38552093,2.171516666
935,41.38566703,2.171382002
936,41.38553525,2.171530992
937,41.38567849,2.171396328
938,41.38554385,2.171539587
939,41.3857112,2.171601701
940,41.38529175,2.171688577
941,41.38535764,2.171645599
942,41.38530321,2.171825634
943,41.38535191,2.171937849
944,41.38537196,2.171654195
945,41.38538915,2.171665656
946,41.38540061,2.171674251
947,41.38545218,2.17172869
948,41.38544072,2.171846163
949,41.38508392,2.171262554
950,41.38558396,2.171788859
951,41.3853118,2.173496512
952,41.38561558,2.173512314
953,41.38541171,2.174006491
954,41.38538915,2.174347473
955,41.38555711,2.174515396
956,41.38530321,2.174656913
957,41.38523413,2.174801575
958,41.3854665,2.174711352
959,41.38558969,2.174771521
960,41.38555817,2.174983545
961,41.38528889,2.175436245
962,41.38541511,2.17526092
963,41.38545218,2.175482088
964,41.3856158,2.175273734
965,41.38563266,2.175490684
966,41.3857186,2.175413323
967,41.38564125,2.175502144
968,41.38575871,2.17551647
969,41.38513832,2.175948793
970,41.38527701,2.175648613
971,41.38555531,2.175579504
972,41.38560114,2.175633943
973,41.38550205,2.175761883
974,41.3857186,2.175648269
975,41.385195,2.176482731
976,41.38544931,2.176782884
977,41.38509595,2.177252377
978,41.38556104,2.176966256
979,41.38574438,2.177206932
980,41.38533723,2.177852224
981,41.38566814,2.177474565
982,41.38573785,2.177840265
983,41.38572433,2.178295704
984,41.38538056,2.178966158
985,41.38526496,2.178601358
986,41.38548942,2.178777056
987,41.38536181,2.178319423
988,41.38553812,2.178610875
989,41.38562428,2.178965143
990,41.38559467,2.179330475
991,41.38531467,2.179484758
992,41.38555778,2.179638379
993,41.3857186,2.179802794
994,41.38571001,2.179980435
995,41.38535191,2.180493304
996,41.38526883,2.180645159
997,41.38508955,2.18017471
998,41.38532237,2.179859531
